No,WELL NAME,ABBREVIATION,UWI,BLOCK #,WELL TYPE,LATITUDE,LONGITUDE,NORTHING,EASTING,MSL,CONTROL PT,DATE,SURVEYOR,OPERATOR,PAS,Remark,GISUPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,HAMRA SOUTH EAST-6,,S01-022d-12-687-01,HEGLIG 2a EA,,9534438N,29255905E,1094850.613,766814.057,397.752,BAS-001,"July2,2013",Waleed/A.RAHMAN,,,OFFSET 1.75M DEGREE 180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,HAMRA SOUTH EAST-7,,S01-023a-12-687-01,HEGLIG 2a EA,,9535149N,29260329E,1095070.073,766941.787,398.068,BAS-001,"July2,2013",Waleed/A.RAHMAN,,,OFFSET 2.85M DEGREE 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,HAMRA EAST-13,,S01-004d-12-687-01,HEGLIG 2b DA,,9543664N,29265183E,1098470.972,768410.98,398.513,BAS-001,"July2,2013",Waleed/A.RAHMAN,,,OFFSET 2.12M DEGREE 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,HAMRA EAST-7,,S01-014b-12-687-01,HEGLIG 2b DA,,9542859N,29264737E,1096220.091,768276.941,398.448,BAS-001,"July 13, 2013",Waleed/Aiad,,,OFFSET 2.91m BRG 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,HAMRA EAST-8,,S01-013b-12-687-01,HEGLIG 2b DA,,9541645N,29261522E,1095839.714,767299.743,398.446,BAS-001,"July 13, 2013",Waleed/Aiad,,,OFFSET 2.25m BRG 285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,HAMRA EAST-10,,S01-004c-12-687-01,HEGLIG 2b DA,,9543403N,29263602E,1096384.856,767929.547,398.67,BAS-001,"July 13, 2013",Waleed/Aiad,,,OFFSET 2.35m BRG 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,HAMRA EAST-12,,S01-014a-12-687-01,HEGLIG 2b DA,,9542312N,29263824E,1096050.046,767999.811,398.53,BAS-001,"July 13, 2013",Waleed/Aiad,,,OFFSET 1.76m BRG 356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,HAMRA EAST-15,,S01-014b-12-687-01,HEGLIG 2b DA,,9542135N,29265628E,1095999.791,768549.907,398.5,BAS-001,"July 13, 2013",Waleed/Aiad,,,OFFSET 2.64m BRG 197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,HAMRA EAST-16,,S01-005c-12-687-01,HEGLIG 2b DA,,9543007N,29270718E,1096270.202,768880.285,398.369,BAS-001,"July 13, 2013",Waleed/Aiad,,,OFFSET 1.82m BRG 335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,HAMRA EAST-18,,S01-015b-12-687-01,HEGLIG 2b DA,,9541713N,29271788E,1095874.904,769209.342,398.515,BAS-001,"July 13, 2013",Waleed/Aiad,,,OFFSET 3.07m BRG 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,HEGLIG-72,,S01-057c-35-664-01,HEGLIG 2b DA,,10020575N,29230141E,1110221.92,761288.75,400.548,BAS-001,"July 26, 2013",FAISAL/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,HEGLIG-73,,S01-067b-35-664-01,HEGLIG 2b DA,,10015806N,29232419E,1109990.582,761984.669,400.995,BAS-001,"July 26, 2014",FAISAL/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,HAMRA EAST-6,,S01-013a-12-687-01,HEGLIG 2b DA,,9542981N,29261368E,1096250.189,767249.845,398.338,BAS-001,"August 01,2013",FAISAL/Aiad,,,OFFSET 2.76m BRG 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,HAMRA EAST-9,,S01-013b-12-687-01,HEGLIG 2b DA,,9542599N,29262580E,1096135.573,767619.92,398.672,BAS-001,"August 01,2013",FAISAL/Aiad,,,OFFSET 0.95m BRG 245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,HAMRA EAST-17,,S01-005d-12-687-01,HEGLIG 2b DA,,9543748N,29271774E,1096500.191,769200.461,398.55,BAS-001,"August 01,2013",FAISAL/Aiad,,,OFFSET 1.62m BRG 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,HAMRA EAST-19,,S01-006c-12-687-01,HEGLIG 2b DA,,9543187N,29273075E,1096330.732,769598.319,398.505,BAS-001,"August 01,2013",FAISAL/Aiad,,,OFFSET 2.02m BRG 253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,HAMRA SOUTH EAST-5,,S01-012d-12-687-01,HEGLIG 2b DA,,9541397N,29255930E,1095759.979,766815.172,398.705,BAS-001,"August 01,2013",FAISAL/Aiad,,,OFFSET 1.60m BRG 199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,HAMRA SOUTH EAST-8,,S01-023d-12-687-01,HEGLIG 2a EA,,9533314N,29262699E,1094511.137,767668.331,398.152,BAS-001,"August 01,2013",FAISAL/Aiad,,,OFFSET 2.06m BRG 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,HEGLIG-76,,S01-057d-35-664-01,HEGLIG 2b DA,,10021008N,29231726E,1110358.749,761770.886,401.179,BAS-01,"August 11,2013",A/RAHMAN,,,OFFSET 3.05m DEGREE 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,TAIYIB-8,,S01-016d-29-664-01,HEGLIG 2a EA,,10090287N,29225988E,1123042.97,761148.69,402.807,BAS-01,"August 11,2013",A/RAHMAN,,,OFFSET 2.80m DEGREE 141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,EL SANDAL SOUTH WEST-7,,S01-070d-01-639-01,KAIKANG 4 EA,,10563746N,28345375E,1210211.61,672833.08,514.503,639-03,"August 17,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,EL SANDAL SOUTH WEST-10,,S01-060c-01-639-01,KAIKANG 4 EA,,10570074N,28343470E,1210923.781,672250.966,518.489,639-03,"August 17,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,NEEM-18,,S01-017c-07-639-01,KAIKANG 4 EA,,10541144N,28331199E,1205709.309,669766.486,511.322,639-03,"August 17,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,NEEM-23,,S01-028a-07-639-01,KAIKANG 4 EA,,10535012N,28333626E,1205057.971,670506.843,515.546,639-03,"August 17,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,NEEM NORTH-9,,S01-055b-01-639-01,KAIKANG 4 EA,,10572293N,28321795E,1211583.982,668095.586,508.807,639-03,"August 17,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,NEEM NORTH-10,,S01-066a-01-639-01,KAIKANG 4 EA,,10565309N,28324374E,1210671.405,668883.054,510.266,639-03,"August 17,2013",A/RAHMAN,,,OFFSET 3.53m DEGREE 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,AZRAQ L-1,,S01-100c-30-612-01,KAIKANG 4 EA,,11050309N,28294498E,1225698.793,663380.764,522.423,639-03,"August 16,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,AZRAQ NORTH-8,,S01-021c-31-613-01,KAIKANG 4 EA,,11033185N,28301126E,1222899.475,664192.452,497.964,639-03,"August 16,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,AZRAQ R-3,,S01-029b-36-612-01,KAIKANG 4 EA,,11035084N,28291718E,1223474.726,662548.255,505.148,639-03,"August 16,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,AZRAQ X-2,,S01-038d-36-612-01,KAIKANG 4 EA,,11030105N,28285022E,1221940.853,661737.693,500.624,639-03,"August 16,2013",A/RAHMAN,,,OFFSET 2.6m DEGREE 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,NEEM DEEP-1,,S01-050c-07-639-01,KAIKANG 4 EA,,10524445N,28343755E,1203049.924,672378.536,505.744,639-03,"August 16,2013",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,HILBA NORTH WEST-1,,S01-064c-36-612-01,KAIKANG 4 EA,,11013586N,28264283E,1219304.477,657883.862,509.521,639-03,"August 19,2014",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,BAMBOO WEST-39,,S01-042b-17-664-01,HEGLIG 2a EA,,10175715N,29205679E,1139437.792,757280.749,406.546,664-003,"September 05, 2013",Waleed/Aiad,,,OFFSET 1.53M BRG 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,BAMBOO WEST-40,,S01-042d-17-664-01,HEGLIG 2a EA,,10173081N,29205655E,1138628.069,757279.363,406.373,664-003,"September 05, 2013",Waleed/Aiad,,,OFFSET 1.95M BRG 325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,BAMBOO WEST-42,,S01-054d-17-664-01,HEGLIG 2a EA,,10170540N,29215899E,1137860.975,759185.637,406.648,664-003,"September 05, 2013",Waleed/Aiad,,,OFFSET 1.17M BRG 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,BAMBOO WEST-43,,S01-085b-17-664-01,HEGLIG 2a EA,,10155602N,29222084E,1135733.344,759866.635,405.048,664-003,"September 05, 2013",Waleed/Aiad,,,OFFSET 1.94M BRG 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,HAMRA EAST-14,,S01-014a-12-687-01,HEGLIG 2b DA,,9541585N,29264397E,1095827.922,768176.07,397.747,687-002,"September 17, 2013",Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,HAMRA-5,,S01-090a-05-687-01,HEGLIG 2b DA,,9555217N,29243592E,1098759.94,764251.854,398.433,BAS-001,"September 24, 2013",Aiad,,,OFFSET 2.10M BRG 205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,HEGLIG-74,,S01-040c-05-687-01,HEGLIG 2b DA,,9580950N,29243771E,1102981.674,764275.89,400.114,BAS-001,"September 24, 2013",Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,HEGLIG-81,,S01-077a-35-664-01,HEGLIG 2b DA,,10011681N,29231192E,1108720.114,761620.125,400.384,BAS-001,"September 24, 2013",Aiad,,,OFFSET 1.87M BRG 215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,TOMA-13,,S01-017a-06-687-01,HEGLIG 2b DA,,9591728N,29281033E,1105112.868,770739.337,401.058,BAS-001,"September 24, 2013",Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,TAIYIB-7,,S01-028a-29-664-01,HEGLIG 2a EA,,10084606N,29233450E,1122533.853,762206.864,403.913,BAS-001,"September 29, 2013",Aiad,,,OFFSET 2.80M BRG 206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,UMM BATUTU-5,,S01-050c-29-664-01,HEGLIG 2a EA,,10073321N,29243434E,1120308.174,764045.936,402.69,BAS-001,"September 29, 2013",Aiad,,,OFFSET 1.95M BRG 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,TOMA-10,,S01-027b-06-687-01,HEGLIG 2b DA,,9585555N,29282198E,1104447.801,771099.258,400.061,BAS-01,"October 05,2013",Waleed/A.RAHMAN,,,OFFSET 2.20M DEGREE 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,EL FULL-11,,S01-076a-36-664-01,HEGLIG 2b DA,,10012695N,29273270E,1109090.37,769562.991,401.204,BAS-01,"October 05,2013",Waleed/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,HAMRA EAST-4,,S01-003d-12-687-01,HEGLIG 2b DA,,9544107N,29262519E,1096598.76,767598.039,398.356,687-002,"October 9,2013",FAISAL/A.RAHMAN,,,OFFSET 2.38M DEGREE 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,GARAAD NORTH-1,,S01-031c-28-664-01,HEGLIG 2a EA,,10081195N,29151264E,1121376.251,746931.03,400.378,BAS-01,"October 16,2014",A.RAHMAN,,,OFFSET 3.53M DEGREE 149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,SADEEQ WEST-1,,S01-033c-19-613-01,HEGLIG 2a EA,,10131492N,2907328E,1130594.164,733003.407,403.122,BAS-01,"October 16,2015",A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,HAMRA EAST-22,,S01-013d-12-687-01,HEGLIG 2b DA,,9540711N,29262037E,1095553.89,767458.857,398.355,687-002,"November 23, 2013",FAISAL/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,HAMRA SOUTH EAST-9,,S01-023c-12-687-01,HEGLIG 2a EA,,9533453N,29260543E,1094548.969,767010.698,397.705,687-002,"November 23, 2013",FAISAL/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,HAMRA EAST-21,,S01-015c-12-687-01,HEGLIG 2b DA,,9541492N,29270368E,1095803.566,768777.065,397.955,687-002,"November 23, 2013",FAISAL/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,HEGLIG-77,,S01-018c-05-687-01,HEGLIG 2b DA,,9591047N,29234222E,1104843.328,762571.22,399.805,BAS-001,"November 23, 2013",FAISAL/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,LALOBA-5,,S01-040c-35-664-01,HEGLIG 2b DA,,10030301N,29243414E,1112002.747,764101.2,401.488,BAS-001,"December 10,2013",Waleed/A.RAHMAN,,,OFFSET 2.71M DEGREE 190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,HARAZ-3R,,S01-060a-31-638-01,KAIKANG 4 EA,,10322669N,28044491E,1165403.734,618074.986,421.726,662-02,"December 12,2013",A/RAHMAN,,,OFFSET 2.89M DEGREE 345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,HARAZ-4,,S01-060d-31-638-01,KAIKANG 4 EA,,10321035N,28044987E,1164902.62,618227.345,421.598,662-02,"December 12,2013",A/RAHMAN,,,OFFSET 2.54M DEGREE 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,HARAZ-5,,S01-061c-32-638-01,KAIKANG 4 EA,,10313572N,28051039E,1163840.765,618854.777,420.822,662-02,"December 12,2013",A/RAHMAN,,,OFFSET 1.98M DEGREE 349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,BOLBOL-1,,S01-043c-07-639-01,KAIKANG 4 EA,,10524139N,28310304E,1202922.73,665864.852,505.578,639-003,"JAN15,2014",FAISAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,BARKI-9,,S01-027c-05-687-01,HEGLIG 2b DA,,9583702N,29231456E,1103808.865,761736.027,399.992,BAS-001,"FEB23,2014",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,BARKI-10,,S01-048d-05-687-01,HEGLIG 2b DA,,9574420N,29235229E,1102193.728,762897.508,399.313,BAS-001,"FEB23,2014",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,EL FULL-14,,S01-085a-36-664-01,HEGLIG 2b DA,,10005170N,29272.46E,1108004.978,769319.991,400.928,BAS-001,"FEB23,2014",A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,GARAAD-1R,,S01-076a-34-664-01,HEGLIG 2a EA,,10012162N,29173261E,1108794.495,751281.84,398.97,BAS-001,"March 20, 2014",Faisal/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,HAMRA EAST-24,,S01-004c-12-687-01,HEGLIG 2b DA,,09544360N,29263353E,1096678.472,767851.759,398.123,BAS-001,20-Mar-14,Faisal/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,EL BAKH-3,,S01-024d-05-687-01,HEGLIG 2b DA,,9584479N,29215401E,1104030.362,759280.035,399.449,BAS-001,4/3/2014,A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,HEGLIG-83D,,S01-088c-35-664-01,HEGLIG 2b DA,,10004205N,29234207E,1107658.321,762546.273,400.47,BAS-001,4/3/2014,A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,HAMRA EAST-20,,S01-014d-12-687-01,HEGLIG 2b DA,,9541303N,29265179E,1095742.808,768415.091,398.511,BAS-001,6/4/2014,A/RAHMAN,,,OFFSET 2.00M DEGREE 199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,HAMRA EAST-23,,S01-014c-12-687-01,HEGLIG 2b DA,,9540722N,29263597E,1095560.685,767934.336,398.131,BAS-001,6/4/2014,A/RAHMAN,,,OFFSET 1.95M DEGREE 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,HAMRA SOUTH EAST-10,,S01-094a-30-710-01,HEGLIG 2a EA,,95'2745N,29263518E,1094338.005,767919.271,397.96,BAS-001,6/4/2014,A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,HUBARA-1,,S01-090a-31-613-01,KAIKANG 4 EA,,11005627N,28344041E,1218161.581,672386.353,521.121,639-003,16-Apr-14,WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,BAMBOO AG-2,,S01-028b-23-664-01,HEGLIG 2a EA,,10135240N,29234746E,1131953.104,762532.017,403.996,664-03,8/4/2014,Waleed/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,CANAR-3,,S01-047b-08-662-01,KAIKANG 4 EA,,10225522N,28081906E,1147871.999,624647.589,416.29,NEW C.P,12/4/2014,A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,UMM BATUTU-6,,S01-070c-29-664-01,HEGLIG 2a EA,,10063029N,29243801E,1118374.879,764171.856,401.914,BAS-001,2/6/2014,A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,TAIYIB-9,,S01-036c-25-664-01,HEGLIG 2a EA,,10080977N,292'4499E,1121407.511,760707.337,403.011,BAS-001,2/6/2014,A/RAHMAN,,,OFFSET 2.8M DEGREE 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,TAIYIB-11,,S01-036c-29-664-01,HEGLIG 2a EA,,10080021N,29223407E,1121111.108,760376.935,402.859,BAS-001,2/6/2014,A/RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,GARAAD-2R,,S01-066a-34-664-01,HEGLIG 2a EA,,10015671N,29174338E,1109875.174,751602.502,399.526,BAS-001,12/6/2014,A/RAHMAN/WALEED,,,OFFSET 2.21M DEGREE 295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,GARAAD NORTH-2,,S01-020a-27-664-01,HEGLIG 2a EA,,10092561N,29144010E,1123633.414,745924.354,401.787,BAS-001,12/6/2014,A/RAHMAN/WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,BAMBOO-23,,S01-079d-17-664-01,HEGLIG 2a EA,,10161247N,29242473E,1136266.917,763634.44,405.679,664-003,10/6/2014,A/RAHMAN/WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,BAMBOO AG-3,,S01-018d-23-664-01,HEGLIG 2a EA,,10141002N,29234620E,1132494.248,762489.334,404.504,664-003,10/6/2014,A/RAHMAN/WALEED,,,OFFSET 2.9M DEGREE 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,BAMBOO WEST-41,,S01-097a-17-664-01,HEGLIG 2a EA,,10152954N,29231166E,1134930.966,761419.668,405.257,664-003,10/6/2014,A/RAHMAN/WALEED,,,OFFSET 2.1M DEGREE 322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,BAMBOO WEST-44,,S01-097d-17-664-01,HEGLIG 2a EA,,10150163N,29231820E,1134074.373,761625.184,404.894,664-003,10/6/2014,A/RAHMAN/WALEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,HILBA C-1,,S01-075b-36-612-01,KAIKANG 4 EA,,11012878N,28272448E,1219093.268,659149.059,512.548,639-003,"July 02, 2014",Faisal/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,BAMBOO WEST-45,,S01-054b-17-664-01,HEGLIG 2a EA,,10171562N,29214732E,1138172.514,758828.255,406.086,664-003,"July 04, 2014",Faisal/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,HAMRA SOUTH EAST-11,,S01-023d-12-687-01,HEGLIG 2a EA,,09533521N,29261680E,1094572.677,767357.085,397.932,687-002,"July 09, 2014",Faisal/Aiad,,,OFFSET 1.80M BRG 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,HAMRA EAST-25,,S01-023b-12-687-01,HEGLIG 2a EA,,09535412N,29262522E,1095155.732,767609.62,398.463,687-002,"July 09, 2014",Faisal/Aiad,,,OFFSET 2.74M BRG 337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,HAMRA EAST-26,,S01-015c-12-687-01,HEGLIG 2b DA,,09540969N,29271338E,1095644.941,769074.007,398.183,687-002,"July 09, 2014",Faisal/Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,BAMBOO WEST-46,,S01-086b-17-664-01,HEGLIG 2a EA,,10155548N,29225795E,1135725.174,760996.519,405.923,664-003,"July 15, 2014",Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,TAIYIB-10,,S01-017c-29-664-01,HEGLIG 2a EA,,10091426N,29230273E,1123393.595,761233.138,402.911,BAS-001,"July 16, 2014",Aiad,,,OFFSET 3.34M BRG 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,SIMBIR EAST-3,,S01-089a-06-687-01,HEGLIG 2b DA,,09555002N,29291113E,1098755.886,772639.758,399.676,687-002,"July 19, 2014",Aiad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,KANGA-4,,S01-046c-05-687-01,HEGLIG 2b DA,,09573858N,29224010E,1102005.221,760699.008,399.461,BAS-1,"August 02,2014",Waleed/A.RAHMAN,,,OFFSET 2.63M BRG 141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,LALOBA-6,,S01-017b-35-664-01,HEGLIG 2b DA,,10042150N,29232609E,1114400.217,762010.401,401.595,BAS-1,"August 02,2014",Waleed/A.RAHMAN,,,OFFSET 3.28M BRG 278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,LALOBA-7,,S01-049a-35-664-01,HEGLIG 2b DA,,10025637N,29240163E,1111791.443,763112.124,400.918,BAS-1,"August 02,2014",Waleed/A.RAHMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
