No,WELL NAME,ABBREVIATION,UWI,BLOCK #,WELL TYPE,LATITUDE,LONGITUDE,NORTHING,EASTING,MSL,CONTROL PT,DATE,SURVEYOR,OPERATOR,PAS,Remark,GISUPDATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Diffra Centeral-1,,S01-020d-35-662-01,KAIKANG 4 EA,Development,10041134N,28244666E,1113465.471,654835.802,404.904,662-004,3/25/2005,Faisal,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Unity - 54,,S01-033b-03-711-01,UNITY 1b DA,Development,9282478N,29412750E,1048349.928,795484.200,391.038,RR-G56,3/31/2005,Faisal,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Unity-63,,S01-031b-03-711-01,UNITY 1b DA,Development,9282037N,    29402573E  ,1048199.817,793600.003,390.946,RR-G56,4/7/2005,Faisal,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,BAMBOO WEST-26,,S01-076d-17-664-01,HEGLIG 2a EA,Development,10161046N,29225158E,1136183.932,760799.097,404.923,664-003,4/8/2005,Faisal,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,HILBA EAST-1,,S01-013b-01-639-01,KAIKANG 4 EA,Development,10591699N,  28312486E,1215080.241,666465.797,486.856,638-003,3/28/2005,Faisal,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,UMM SAGURA SOUTH-5,,S01-035b-35-688-01,UNITY 1a EA,Development,9332037N,29522576E,1057599.462,815502.429,391.234,688-006,3/30/2005,Faisal,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,EL FULL-04,,S01-075b-36-664-01,HEGLIG 2b DA,Development,10012182N  ,29272207E   ,1108930.049,769240.046,400.464,BASE-01,6/7/2005,Nadir,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Heglig-35,,S01-076d-35-664-01,HEGLIG 2b DA,Development,10011495N,29225412E,1108659.094,761078.007,395.126,BASE-01,6/12/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,UNITY 75,,S01-051b-03-711-01,UNITY 1b DA,Development,9272655N,29402433E,1046544.849,793569.923,390.801,RGG-56,6/18/2005,Elsadig,GNPOC,YES,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,MUNGA SOUTH-12,,S01-023b-06-711-01,UNITY 1a EA,Development,9284991N,29561570E,1049341.876,822590.371,390.591,688-006,27/6/2005,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,MUNGA-9,,S01-034a-36-688-01,UNITY 1a EA,Development,9332388N,29564370E,1057773.713,823374.105,391.335,688-007,27/6/2005,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,UNITY-54,,S01-033b-03-711-01,UNITY 1b DA,Development,9282477N,29412746E,1048349.549,795483.160,391.182,RRG56,6/28/2005,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,UNITY-55,,S01-012d-03-711-01,UNITY 1b DA,Development,9290753N,29405515E,1049656.584,794486.542,390.695,RRG56,6/28/2005,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,UNITY-67,,S01-100c-32-688-01,UNITY 1b DA,Development,9300228N,29394373E,1051323.012,792293.889,391.185,RRG56,6/28/2005,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,WEST UNITY-6,,S01-096d-32-688-01,UNITY 1b DA,Development,9300688N,29375976E,1051440.218,789119.667,391.468,RRG56,6/28/2005,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,KHAIRAT NORTH EAST-7,,S01-026d-02-711-01,UNITY 1a EA,Development,9284029N,29374559E,1048774.972,788707.368,391.479,RRG56,6/28/2005,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,BAMBOO WEST-27,,S01-063d-17-664-01,HEGLIG 2a EA,Development,10163360N,29212151E,1136875.062,758051.999,406.456,688-003,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,BAMBOO WEST-28,,S01-097d-17-664-01,HEGLIG 2a EA,Development,10151058N,29232022E,1134350.051,761684.531,405.439,688-004,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,BAMBOO WEST-29,,S01-054d-17-664-01,HEGLIG 2a EA,Development,10170554N,29214806E,1137862.854,758853.035,406.023,688-005,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,BAMBOO WEST-30,,S01-073b-17-664-01,HEGLIG 2a EA,Development,10162638N,29211621E,1136652.003,757892.145,406.061,688-006,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,TAIYIB-4,,S01-027c-29-664-01,HEGLIG 2a EA,Development,10083812N,29230043E,1122282.114,761171.185,402.870,688-007,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,BAMBOO-2,,S01-079c-17-664-01,HEGLIG 2a EA,Development,10160721N,29240390E,1136100.692,763001.398,406.375,688-008,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,BAMBOO WEST-23,,S01-063c-17-664-01,HEGLIG 2a EA,Development,10163689N,29210854E,1136973.401,757656.513,405.474,688-009,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,BAMBOO WEST-24,,S01-065c-17-664-01,HEGLIG 2a EA,Development,10163560N,29221401E,1136948.300,759649.608,405.947,688-010,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,BAMBOO WEST-25,,S01-062b-17-664-01,HEGLIG 2a EA,Development,10164925N,29205528E,1137350.138,757250.006,404.995,688-011,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,TAIYIB-5,,S01-046b-29-664-01,HEGLIG 2a EA,Development,10075780N,29224832E,1121040.083,760811.381,402.547,688-012,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,UMM BATUTU-2,,S01-070a-29-664-01,HEGLIG 2a EA,Development,10065826N,29244253E,1119235.697,764303.395,402.219,688-013,29/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,EL FULL-3,,S01-013a-36-664-01,HEGLIG 2b DA,Development,10042514N,29261451E,1114549.937,767140.013,401.241,base-01,7/2/2005,WALEED/NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,EL HARR-5,,S01-089c-19-688-01,UNITY 1a EA,Development,   9403562N,  29341115E,1070715.941,781998.591,395.095,688-002,7/3/2005,WALEED/NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,EL HARR-6,,S01-089b-19-688-01,UNITY 1a EA,Development,   9405576N,29342443E,1071338.149,782399.033,394.821,688-002,7/3/2005,WALEED/NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,TOMA SOUTH-15,,S01-009a-13-688-01,UNITY 1a EA,Development,   9495362N,  29340257E,1087867.268,781606.556,395.975,687-002,7/4/2005,WALEED/NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,El Toor-17,,S01-063a-10-688-01,UNITY 1a EA,Development,9515869N,29460321E,1091887.536,803547.231,401.021,688-003,7/5/2005,WALEED/NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,El Toor-18,,S01-041c-10-688-01,UNITY 1a EA,Development,9523610N,  29450940E,1093024.177,801896.936,400.961,688-003,7/5/2005,WALEED/NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,WIZEEN NORTH-2,,S01-042d-08-688-01,UNITY 1a EA,Development,9523337N,29354886E,1092803.219,784808.955,397.240,688-002,7/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,TOMA SOUTH-16,,S01-009c-13-688-01,UNITY 1a EA,Development,9493794N,29341330E,1087387.722,781937.256,396.279,688-002,7/6/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,HEGLIG-38,,S01-029b-05-687-01,HEGLIG 2b DA,Development, 9585246N,29242797E,1104300.049,763969.246,399.926,base-01,7/9/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,HEGLIG-34,,S01-068d-35-664-01,HEGLIG 2b DA,Development,10013874N,29235729E,1109404.281,762997.265,400.417,base-02,7/10/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,HEGLIG-28,,S01-088a-35-664-01,HEGLIG 2b DA,Development,10005864N,29233447E,1108166.569,762311.198,400.646,base-03,7/11/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,HEGLIG-29,,S01-019c-05-687-01,HEGLIG 2b DA,Development,9590754N,29240732E,1104758.953,763336.766,400.050,BASE-001,12/7/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,UNITY-74,,S01-072c-33-688-01,UNITY 1b DA,Development,9310437N,29403291E,1053242.456,793780.122,391.249,RRG56,7/14/2005,NADIR/WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,TALIH-5,,S01-049a-32-688-01,UNITY 1b DA,Development,9325072N,29390464E,1056492.002,791061.309,392.612,RRG57,7/15/2005,NADIR/WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,KHAIRAT CENTRAL-2,,S01-044c-02-711-01,UNITY 1a EA,Development,9273797N,29364376E,1046844.880,786834.810,391.590,RRG58,17/7/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,WEST UNITY-7,,S01-007c-02-711-01,UNITY 1b DA,Development,9294280N,29380089E,1050700.030,789159.950,391.420,RRG59,17/7/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,TALIH SOUTH-4,,S01-089d-32-688-01,UNITY 1b DA,Development,9304304N,29391869E,1052570.350,791520.200,391.600,RRG60,17/7/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,WEST UNITY-5,,S01-086c-32-688-01,UNITY 1a EA,Development,9303689N,29373116E,1052356.220,788240.030,391.900,RRG61,17/7/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,EL TOOR-19,,S01-052d-10-688-01,UNITY 1a EA,Development,9521271N,29455097E,1092315.370,803170.140,400.520,688-003,23/7/2005,WALEED/NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Balome-2,,S01-004d-07-686-01,KAIKANG 4 EA,Development,9543896N,28315866E,1095939.690,668070.140,401.070,662-004,31/8/2005,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Diffra west-4,,S01-058b-35-662-01,KAIKANG 4 EA,Development,10021746N,28235097E,1109959.840,653155.380,404.270,662-005,31/8/2005,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Diffra middle-1,,S01-022b-36-662-01,KAIKANG 4 EA,Development,10034691N,28254745E,1112722.980,656689.950,405.040,662-006,31/8/2005,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Diffra-2R,,S01-092d-30-662-01,KAIKANG 4 EA,Development,10050723N,28255661E,1115191.910,656958.100,406.070,662-007,31/82005,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,HILBA1,,S01-009a-06-638-01,KAIKANG 4 EA,Development,10594645N,28290142E,1215963.826,662107.189,486.331,639-001,9/25/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,NEEM-EAST-1,,S01-010c-07-639-01,KAIKANG 4 EA,Development,10543781N,28344294E,1206533.774,672523.976,517.377,639-001,9/27/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,NEEM North-1,,S01-067a-01-639-01,KAIKANG 4 EA,Development,10565597N,28330469E,1210763.174,669518.669,512.078,639-001,9/28/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,NEEM-West1,,S01-094c-01-639-01,KAIKANG 4 EA,Development,10551194N,28313630E,1207553.262,666851.216,494.384,639-001,9/30/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,NEEM SOUTH 1,,S01-067d-07-639-01,KAIKANG 4 EA,Development,10513006N,28332725E,1200753.329,670255.128,506.093,639-001,10/1/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,NEEM EAST2,,S01-010b-07-639-01,KAIKANG 4 EA,Development,10545545N,28344831E,1207076.456,672684.037,519.555,639-001,10/2/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,NEEM-North-2,,S01-056c-01-639-01,KAIKANG 4 EA,Development,10570694N,28324006E,1211096.405,668769.108,511.618,639-001,10/3/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,NEEM CENTRAL,,S01-029a-07-639-01,KAIKANG 4 EA,Development,10535879N,28341100E,1205329.596,671560.473,516.634,639-001,10/4/2005,Elsadig,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,TALIH SOUTH-5,,S01-099a-32-688-01,UNITY 1b DA,Development,   9302785N,  29390481E,1052099.913,791100.078,391.567,RRG-56,27/9/2005,WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,TALIH SOUTH-6,,S01-099b-32-688-01,UNITY 1b DA,Development,   9302543N,  29392164E,1052029.617,791614.240,391.489,RRG-56,27/9/2005,WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,TALIH EAST-11,,S01-060d-32-688-01,UNITY 1b DA,Development,   9320876N,  29395410E,1055213.792,792580.539,391.966,RRG-56,27/9/2005,WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,UNITY-66,,S01-063c-03-711-01,UNITY 1b DA,Development,   9263001N,  29411269E,1044817.926,795059.411,391.023,RRG-56,27/92005,WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,EL TOOR-21,,S01-052c-10-688-01,UNITY 1a EA,Development,9521042N,29453047E,1092239.853,802545.881,400.336,688-002,6/10/2005,WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,EL TOOR-22,,S01-050b-09-688-01,UNITY 1a EA,Development,9525598N,29445309E,1093631.114,801394.748,400.368,688-002,6/10/2005,WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Talih West-9,,S01-086d-32-688-01,UNITY 1b DA,Development,9303325N,29375604E,1052249.974,788999.955,391.268,RRG-56,11/10/2005,WALEED,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Unity-78,,S01-038a-02-711-01,UNITY 1b DA,Development,9281607N,29384484E,1048044.150,790521.450,391.080,RRG-57,13/11/2005,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,HEGLIG-39,,S01-007b-05-687-01,HEGLIG 2b DA,Development,9595265N,29232000E,1106135.080,761884.930,399.690,BASE-001,29/11/2005,NADIR,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Talih West-11,,S01-075a-32-688-01,UNITY 1a EA,Development, 9312661N,29371057E,1053879.947,787600.020,391.919,RRG-56,5/2/2006,Waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Tali West-8,,S01-075d-32-688-01,UNITY 1a EA,Development,9310305N,29372874E ,1053159.933,788160.190,391.747,RRG-56,5/2/2006,Waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Unity-81 ,,S01-028d-02-711-01,UNITY 1b DA,Development,9283081N,29385472E,1048499.839,790819.876,391.474,RRG-56,5/2/2006,Waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Unity-80  ,,S01-027d-02-711-01,UNITY 1b DA,Development,9283272N ,29382134E ,1048550.516,789800.434,391.265,RRG-56,5/2/2006,Waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Unity-79,,S01-038c-02-711-01,UNITY 1b DA,Development,9280861N,29383015E,1047811.530,790075.008,391.763,RRG-56,5/2/2006,Waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,MUNGA South-11,,S01-062c-36-688-01,UNITY 1a EA,Development,9313447N,29553275E,1054391.240,821236.890,391.680,688-006,9/3/2006,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,MUNGA-7,,S01-013c-36-688-01,UNITY 1a EA,Development,9340288N,29561198E,1058964.940,822395.580,391.530,688-007,9/4/2006,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,MUNGA-8,,S01-024a-36-688-01,UNITY 1a EA,Development,9334555N,29563828E,1058438.720,823202.950,391.870,688-008,9/5/2006,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,UMM SAGURA SOUTH-4,,S01-015d-35-688-01,UNITY 1a EA,Development,9340203N,29521870E,1058878.580,815276.050,391.730,688-009,9/6/2006,Nadir,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,NEEM EAST-3,,S01-001d-08-639-01,KAIKANG 4 EA,Development,10544061N,28351605E,1206624.905,673529.134,516.774,639-001,4/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,HEGLIG-36,,S01-099b-35-664-01,HEGLIG 2b DA,Development,  10002526N,  29241848E,1107150.523,763659.558,400.485,Base-001,10/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,HEGLIG-37,,S01-068b-35-664-01,HEGLIG 2b DA,Development,  10014779N,  29234693E,1109680.133,762679.977,400.730,Base-001,10/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,HEGLIG-40,,S01-099c-35-664-01,HEGLIG 2b DA,Development,  10000417N,  29241289E,1106501.058,763493.905,400.097,Base-001,10/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,HEGLIG-42,,S01-087c-35-664-01,HEGLIG 2b DA,Development,  10004489N,  29231319E,1107739.310,761665.986,399.946,Base-001,10/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,HEGLIG-47,,S01-067b-35-664-01,HEGLIG 2b DA,Development,10014912N,  29231889E,1109714.810,761825.224,400.777,Base-001,10/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,UNITY-56,,S01-012b-03-711-01,UNITY 1b DA,Development,9292136N,29404666E,1050080.022,794224.472,391.390,RRG-56,16/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,UNITY-82,,S01-028a-02-711-01,UNITY 1b DA,Development,9285497N,29384444E,1049240.159,790500.209,391.745,RRG-56,16/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,UNITY-91,,S01-052a-03-711-01,UNITY 1b DA,Development,9272137N,29404290E,1046390.179,794138.014,391.159,RRG-56,16/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,WEST UNITY-9,,S01-017a-02-711-01,UNITY 1b DA,Development,9291838N,29380284E,1049950.170,789225.212,391.382,RRG-56,16/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,WEST UNITY-8,,S01-016a-02-711-01,UNITY 1a EA,Development,9292370N,29374494E,1050109.395,788677.637,391.865,RRG-56,16/6/2006,waleed,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,HEGLIG-43,,S01-077b-35-664-01,HEGLIG 2b DA,Development,10012407N,29231890E,1108945.154,761830.981,400.371,BAS-01,7/21/2006,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,HEGLIG-33 H,,S01-041c-06-687-01,HEGLIG 2b DA,Development,9574375N,29251046E,1102197.378,765279.506,399.727,BAS-01,7/21/2006,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,SIMBIR WEST-6,,S01-052c-12-687-01,HEGLIG 2a EA,Development,9521122N,29253477E,1091981.448,766094.746,397.141,687-002,7/21/2006,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,SIMBIR WEST-3,,S01-063a-12-687-01,HEGLIG 2a EA,Development,9514876N,29260196E,1091297.251,766928.796,394.918,687-002,7/21/2006,Faisal,GNPOC,,,GIS DATABASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
